id,NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review,reviews per month,review rate number,calculated host listings count,availability 365,house_rules,license
92987,52358056,So nice and close to everything.,16453833137,verified,Jose,Manhattan,Hell's Kitchen,40.75584,-73.99559,United States,US,FALSE,flexible,Entire home/apt,2007,$919 ,$184 ,3,2,5/13/2018,0.14,5,2,0,,
3218,2778637,Small Room With Private Loft Bed,67059311475,verified,John,Queens,Long Island City,40.74404,-73.95233,United States,US,FALSE,flexible,Private room,2006,$438 ,$88 ,25,8,06-11-2017,0.12,3,3,32,,
65072,36940602,Small Empire pleasure,67200546605,verified,Anthony,Manhattan,Murray Hill,40.74741,-73.98122,United States,US,TRUE,moderate,Shared room,2005,$169 ,$34 ,2,6,07-07-2021,0.6,3,2,275,,
93612,52703244,Very Spacious 1BR with Park View,24636397522,unconfirmed,Mie,Manhattan,Harlem,40.80201,-73.95774,United States,US,TRUE,moderate,Entire home/apt,2015,$319 ,$64 ,5,1,12-09-2018,0.14,2,2,7,,
52208,29835814,King size bed,29303716587,verified,Latisha,Brooklyn,East New York,40.6596,-73.89379,United States,US,TRUE,strict,Private room,2015,$237 ,$47 ,3,28,2/22/2022,1.05,3,4,339,,
93326,52545286,Charming Studio,86556893450,unconfirmed,Isabel,Manhattan,Midtown,40.74633,-73.98694,United States,US,FALSE,strict,Entire home/apt,2018,$591 ,$118 ,4,47,6/30/2019,3.09,3,1,320,#NAME?,
95512,53752614,NYC LUXURY PENTHOUSE MIDTOWN &GYM&AMAZING VIEW,54424153475,verified,Talia,Manhattan,Kips Bay,40.74383,-73.97798,United States,US,FALSE,flexible,Entire home/apt,2005,$519 ,$104 ,3,11,6/25/2019,0.82,3,1,55,I'm a semi kosher vegetarian which means that I don't bring any pork or shelled fish into the house.  Chicken/Red meat is fine. There is no smoking in or around the condo.,
11532,7370460,Cosy loft 20 mins to Manhattan,8819152939,verified,Amélie,Brooklyn,Williamsburg,40.70666,-73.93788,United States,US,TRUE,moderate,Private room,2003,$366 ,$73 ,3,1,12/31/2015,0.02,1,1,142,,
20290,12207503,Romantic Rooftop Studio with 360 Brooklyn views!,54020363581,verified,Benjamin,Brooklyn,Gowanus,40.68275,-73.98562,United States,US,TRUE,moderate,Entire home/apt,2008,"$1,186 ",$237 ,1,179,6/27/2019,5.69,4,1,0,,
47021,26971034,舒适单人房(Comfort single room),85988280580,verified,H Ai,Queens,Flushing,40.76135,-73.80724,United States,US,FALSE,strict,Private room,2022,$666 ,$133 ,1,0,,,5,6,7,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.",
10045,6549190,"Ideal Apt for US Tennis Open, 2BR",27333845297,verified,Christine,Queens,Elmhurst,40.73726,-73.88065,United States,US,TRUE,strict,Entire home/apt,2016,$546 ,$109 ,2,2,8/17/2015,0.04,4,1,281,"No smoking or drinking in the apt. Lock out will be $50. late check in after 9 pm and before 9 a.m. is $50. Respect yourself, respect other, clean up after yourself. Thank you",
73457,41571637,Sunny One Bedroom in Bed Stuy Close to Train,21371880585,unconfirmed,Malissa,Brooklyn,Bedford-Stuyvesant,40.68016,-73.91054,United States,US,TRUE,strict,Entire home/apt,2012,$900 ,$180 ,3,19,6/28/2019,1.23,2,1,28,,
38257,22130677,SWEET + SUNNY WILLIAMSBURG SANCTUARY,18615346639,unconfirmed,Kimberly,Brooklyn,Williamsburg,40.71134,-73.96059,United States,US,TRUE,flexible,Entire home/apt,2008,$495 ,$99 ,3,0,,,3,1,28,,
92338,51999613,Central Park Cozy Home,34020470607,verified,Robert,Manhattan,Midtown,40.76006,-73.96541,United States,US,TRUE,strict,Private room,2020,$535 ,$107 ,1,52,5/26/2019,2.88,3,1,128,No smoking.   We do allow pets.,
78288,44239798,"Female, Shared, Cozy, Huge Harlem Studio Apt",31863413364,verified,Alanah,Manhattan,Harlem,40.81335,-73.95616,United States,US,FALSE,strict,Shared room,2022,"$1,070 ",$214 ,1,36,6/30/2019,1.32,3,,23,,
23441,13947800,Large Clean Safe Private Bedroom by Lehman College,63038504665,verified,David,Bronx,Kingsbridge,40.87271,-73.89972,United States,US,TRUE,moderate,Private room,2022,"$1,009 ",$202 ,3,19,07-02-2019,0.75,5,1,81,,
51241,29301740,Spacious 2 bedroom apartment rental. By LGA.2nd FL,65842650058,verified,Hernan,Queens,East Elmhurst,40.76579,-73.87732,United States,US,FALSE,moderate,Entire home/apt,2008,$922 ,$184 ,1,17,2/27/2022,4.02,5,1,359,,
22146,13232572,Lovely Bedroom in heart of East Village,44004005523,verified,Caitlin,Manhattan,East Village,40.72771,-73.98983,United States,US,TRUE,moderate,Private room,2003,$115 ,$23 ,2,66,06-12-2019,2.39,2,3,27,#NAME?,
66428,37689520,Magic at the Castle: Private Bedroom & Bathroom,82154203946,unconfirmed,Ally,Bronx,Throgs Neck,40.81521,-73.81993,United States,US,FALSE,moderate,Private room,2013,$638 ,$128 ,30,47,11/25/2020,1.06,5,1,365,,
28736,16872229,Spacious sanctuary + private bath in hip Bedstuy,12483820097,unconfirmed,Olya,Brooklyn,Bedford-Stuyvesant,40.6834,-73.94209,United States,US,TRUE,strict,Private room,2017,$103 ,$21 ,1,26,11/25/2018,1.4,3,1,73,,
52411,29947931,Large private bedroom w/bathroom in private house.,16717103873,verified,Rena,Brooklyn,Canarsie,40.64438,-73.89096,United States,US,FALSE,flexible,Private room,2009,"$1,172 ",$234 ,2,210,2/21/2022,5.32,3,1,98,,
31623,18466719,The Avalon,3925265314,verified,Joslyn And Pansy,Brooklyn,Brownsville,40.66959,-73.91204,United States,US,FALSE,flexible,Private room,2019,$606 ,$121 ,3,3,01-02-2019,0.29,2,1,365,"We have ample off-street parking but if you have a car let us know and we will be in touch with you about parking. Please be careful not to drive or walk in the driveway for 233 Savin Hill Avenue. Check in time is 2 PM, check out time is 10 AM.  Guests who arrive early can drop off their luggage after 10 AM. We are unable to accommodate arrivals earlier than 10 AM.  Guests who need to stay after the check out time are welcome to use the common area on the first floor for luggage storage. NO SMOKING in the house or anywhere on the property. No Pets.",
64927,36860518,Charming duplex  Morningside Heights-Private Floor,92100249869,unconfirmed,Edlira,Manhattan,Harlem,40.80918,-73.95308,United States,US,FALSE,moderate,Private room,2012,$675 ,$135 ,1,40,7/19/2021,0.96,5,1,140,,
24516,14541523,Tiny STUDIO in EastVillage,97740181732,unconfirmed,Marija,Manhattan,East Village,40.72716,-73.98524,United States,US,FALSE,flexible,Entire home/apt,2010,$432 ,$86 ,3,75,07-01-2019,3.12,1,1,60,"No smoking of any kind indoors; no smoking on deck or in back garden; smoking allowed in front garden, where chairs and a table are provided.  Guests using kitchen area are asked to keep it clean and put away food in refrigerator or cabinets or plastic containers.  Quiet hours after 11pm. ",
34449,20027519,Cozy NYC Retreat,70420806142,verified,Christine,Manhattan,Harlem,40.82698,-73.93871,United States,US,FALSE,moderate,Private room,2011,$588 ,$118 ,1,22,6/29/2019,2.33,5,2,105,,
61697,35076589,BROOKLYN SHARED APT NEAR BY ALL  TRANSPORTATION!!!,52613963600,verified,Yi,Brooklyn,Sunset Park,40.64315,-74.01656,United States,US,TRUE,moderate,Private room,2015,"$1,051 ",$210 ,1,33,12-05-2021,1.08,5,1,359,,
15917,9792295,Brownstone apartment in Bed Stuy,21493215922,unconfirmed,Jessica,Brooklyn,Bedford-Stuyvesant,40.68743,-73.93045,United States,US,FALSE,moderate,Private room,2014,$778 ,$156 ,1,14,5/21/2017,0.4,3,1,328,"1.CHECK-IN TIME IS AFTER 3 P.M. EST AND CHECK-OUT IS 11 A.M. EST. 2.This is a NON SMOKING boat. 3.We will not rent to vacationing students or singles under 25 years of age  unless accompanied by an adult guardian or parent. 4.DAMAGE WAIVER- A damage waiver of $39 is required. The waiver offers up to $1500 of insurance against accidental damage. You will not be held responsible for damage incurred provided the following provisions are met: (website hidden) intentional damage is done to the boat or its contents.  (website hidden) charges are incurred due to contraband, pets or collection of rents or services rendered during the stay. 3.All debris, rubbish and discards are placed in the properly bagged, and soiled dishes are placed cleaned. 4.All keys are left on the kitchen table and unit is left locked. (website hidden) linens are lost or damaged. (website hidden) Early check-in or late check-out, unless approved in advance. 5.PAYMENT - An advance payment equal to 50% of the total is re",
93009,52370207,Upper East Side Triplex Penthouse Rooftop,32780279019,verified,S,Manhattan,Upper East Side,40.77394,-73.95252,United States,US,TRUE,moderate,Entire home/apt,2005,$64 ,$13 ,1,1,07-06-2018,0.08,3,1,0,Please no smoking or pets in the loft! ,
79113,44695446,Private Room in Brooklyn Communal House,12004754082,verified,Emma,Brooklyn,Bedford-Stuyvesant,40.67964,-73.95629,United States,US,TRUE,strict,Private room,2003,"$1,073 ",$215 ,2,16,10/21/2017,0.57,4,3,0,,
24509,14537657,Charming One Bedroom Apt in West Chelsea,26958261908,unconfirmed,Theresa,Manhattan,Chelsea,40.74862,-74.00237,United States,US,TRUE,strict,Entire home/apt,2007,$115 ,$23 ,2,1,4/27/2019,0.41,3,1,0,Keep your bedroom and apartment clean. Keep quiet when you share this apartment with other guests. No smoking inside the apartment. Your staying will be terminated if you smoke inside the building. No party after 9:30 p.m.,
97022,54586587,Studio Penthouse,15026044611,verified,Aka,Manhattan,Midtown,40.76476,-73.97511,United States,US,TRUE,moderate,Entire home/apt,2006,$537 ,$107 ,1,0,,,4,2,328,,
62432,35482530,Brand New Condo w a rooftop overlooking Manhattan,61989165929,verified,Levent,Brooklyn,Williamsburg,40.71558,-73.95721,United States,US,FALSE,strict,Entire home/apt,2009,$757 ,$151 ,5,6,11/14/2021,0.11,4,1,9,,
32053,18704208,Small and cozy room in awesome place,83660690496,verified,Suri,Brooklyn,Sunset Park,40.65907,-73.99887,United States,US,TRUE,strict,Private room,2017,$967 ,$193 ,1,1,3/19/2019,0.27,2,3,365,- Please be respectful and polite to neighbors. There are downstairs tenants so please don't be noisy after 11pm. - Please turn off any lights and adjust down the thermostat to 55 before you depart or please turn off the AC window units/fans - Return keys to lockbox at end of stay. (There is a fee of $50 for each set of lost keys) - No animals - No smoking in the house (there is a backyard area) - Check in is at 4:00 pm (message for special requests) - Check out is at 12 noon,
43214,24868428,Sunny 1 Bedroom Apt in Bed-Stuy Brownstone,13026592832,verified,Kirby,Brooklyn,Bedford-Stuyvesant,40.69318,-73.95054,United States,US,TRUE,moderate,Entire home/apt,2011,$386 ,$77 ,14,0,,,2,1,0,"-Remove shoes -be sure to lock the front door when entering or leaving the house -be reasonably quiet during sleeping hours - clean up after yourself in common areas like kitchen and bathroom -Good communication is key - There may be other guests staying and you will be sharing the bathroom with the host and one other guest. Please tell me a little bit about yourself and your purpose for the trip. Are you traveling for work, visiting friends in this area, or a tourist on vacation? This is a friendly household, reasonably quiet. -We expect guests to be reasonably quiet coming in and out before (9AM and after 10PM.  -No smoking -No pets - For safety reasons please do not invite other people to our place.  -Ask if you need anything, I will be providing you with towels, shampoo, conditioner, body wash, lotion, hair dryer. Self serve breakfast items will be provided as well, Coffee, tea, milk, half and half, yogurt, english muffins, with jam and butter, fresh fruits, instant oatmeal, and ce",
19307,11664592,Uptown NEVER Felt so in the Middle of Everything,23116036059,unconfirmed,Jay,Manhattan,East Harlem,40.79534,-73.94526,United States,US,TRUE,flexible,Entire home/apt,2020,$65 ,$13 ,1,73,12/28/2018,2.37,5,1,0,Enjoy the marathon,
37541,21735230,Bedroom in Astoria for two,83322290836,verified,Marcel,Queens,Astoria,40.76339,-73.92249,United States,US,TRUE,moderate,Private room,2016,$526 ,$105 ,2,0,,,3,1,249,"NO smoking, no parties, no large dogs. I expect that the house will be the way I left it for you :) (small dogs ok) ",
87041,49074080,Large 4 BR West Village townhouse/roof garden,39515009642,verified,Barbara,Manhattan,West Village,40.73484,-74.00364,United States,US,FALSE,flexible,Entire home/apt,2020,$157 ,$31 ,2,18,7/22/2018,0.5,1,2,0,#NAME?,
88010,49609259,"Private, Sunny Room in Queens, NY",85236257156,verified,David,Queens,Flushing,40.75539,-73.83172,United States,US,FALSE,flexible,Private room,2013,$814 ,$163 ,2,57,5/14/2019,1.64,3,1,335,"Thanks for not smoking and leaving your pets at home! Thanks for keeping the house locked. Thanks for not throwing parties. And... all of the usual stuff that is just good common sense like using coasters and place mats and returning the apartment to the way it looked when you arrived. There is no parking in the driveway. At the end of your stay, please strip the beds and put the sheets in the pantry or on the bathroom floor. Towels can be put with the sheets. Trash and recycling pick up is on Tuesdays. If you are staying through a Tuesday, please put your garbage and recycling outside in the appropriate barrels Monday night or by 7:00 am on Tuesdays. THANKS!",
39739,22949186,Sweet 2 BR sublet in Brooklyn,56821885714,unconfirmed,Maura,Brooklyn,Crown Heights,40.66856,-73.93937,United States,US,TRUE,strict,Entire home/apt,2020,$199 ,$40 ,30,1,3/31/2019,0.3,5,3,34,"Since I live in the apartment, I expect guests to respect the space and be quiet when coming in late.   No entertaining or overnight guests, please.",
101884,57271869,Beautiful 3 BR- 2 Full Baths in Upper Manhattan,85389780410,unconfirmed,Sergio,Manhattan,Washington Heights,40.8513,-73.93681,United States,US,TRUE,flexible,Entire home/apt,2003,$531 ,$106 ,30,7,3/19/2019,0.26,2,2,331,,
49887,28553926,One twin size bed room good for one person…,43781815023,unconfirmed,Konchok,Queens,East Elmhurst,40.76253,-73.8786,United States,US,TRUE,flexible,Private room,2011,$115 ,$23 ,1,14,03-02-2022,5.19,2,2,283,,
101101,56839418,Renovated 2 Bedroom Apartment,44780335878,verified,Virginia & Steve,Brooklyn,Midwood,40.61535,-73.95351,United States,US,FALSE,strict,Entire home/apt,2008,$372 ,$74 ,2,80,6/22/2019,2.9,4,1,68,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.  Parties, pets and smoking are not allowed under any circumstances and incur significant fees.",
36773,21311064,Your New York Home,83251879057,unconfirmed,Anting,Brooklyn,Greenpoint,40.733,-73.95309,United States,US,TRUE,strict,Private room,2005,$417 ,$83 ,1,0,,,2,33,180,12 guest maximum.  Smoking isn't permitted and unfortunately neither are pets. Sorry.   Quiet hours 9p-8a.,
55771,31803659,Unfurnished Junior Room. Petfriendly. Laundry.,62076721592,verified,Tika,Brooklyn,Bedford-Stuyvesant,40.68439,-73.92562,United States,US,FALSE,flexible,Private room,2010,$872 ,$174 ,60,11,02-01-2022,0.33,4,2,1,,
91738,51668233,"*SPECIAL*
COZY WATERFRONT APARTMENT 
•SUPERHOST•",66961449236,unconfirmed,Steve Kings,Queens,Ditmars Steinway,40.78304,-73.91783,United States,US,TRUE,strict,Entire home/apt,2014,$729 ,$146 ,3,68,07-05-2019,2.47,2,1,299,"不要恶意破坏家具,不能过于吵闹影响他人生活。这里不是度假村或是轰趴馆,只是提供舒适的休息场所。",
43621,25093214,Cozy West Village apt,2569989036,unconfirmed,Maja,Manhattan,West Village,40.73684,-74.00844,United States,US,FALSE,moderate,Entire home/apt,2007,$288 ,$58 ,4,2,6/16/2019,1.36,4,1,5,"- Please Note: This unit was just renovated in 2016 and it comfortably accommodates four guests, but up to 6 guests are permitted if you so desire (two guests in each bedroom and 2 guests on the two available twin size air mattresses). Please request an air mattress(es) (if needed) when making a reservation.  No smoking, no pets, no parties, and must be 25 years old to book.  For check-out, please ensure: - All plates and cups are left in the sink or dishwasher - All trash is left in the kitchen trash can or bagged and left next to the trash can (additional bags are under the sink) - All windows are closed and locked - If used, the air mattresses are deflated and put away (please leave used linens for the air mattresses on the floor) - If furniture was moved during your stay, please return to its original location  Please be mindful to our neighbors in the building, quiet hours after 10pm is not a must, but a nice gesture.  Please be considerate of our next guests who will be staying a",
58748,33447856,NEW: 2 BR Steps from Times Square,60024928079,verified,George - Francis,Manhattan,Hell's Kitchen,40.76173,-73.99157,United States,US,TRUE,flexible,Entire home/apt,2020,$658 ,$132 ,3,6,01-02-2022,0.08,5,1,0,,
81581,46058522,Gorgeous room with private full bathroom!,13913775213,verified,Simon,Manhattan,East Harlem,40.79222,-73.94607,United States,US,FALSE,moderate,Private room,2015,$608 ,$122 ,1,1,6/21/2019,1,5,4,87,"No smoking or drinking in the apt. Lock out will be $50. late check in after 9 pm and before 9 a.m. is $50. Respect yourself, respect other, clean up after yourself. Thank you ",
31842,18587673,Luxury Room in Upscale Penthouse w PRIVATE Rooftop,96514178681,unconfirmed,David,Manhattan,Little Italy,40.71835,-73.99757,United States,US,FALSE,flexible,Private room,2011,"$1,119 ",$224 ,240,1,07-07-2018,0.08,2,1,0,"Internet, cable and central air included in stay. No smoking allowed in the apartment - - may smoke on the deck if cigarettes are appropriately disposed (and not flicked over the deck). Please be considerate of neighbors.  Not a party house! There are 5 other units in the building so noise should be kept controlled at night and in the mornings (especially when out on the deck). All plates and cups should be left in the sink or dishwasher and all trash should be left in the trash can (additional bags are under the sink if you need more space). If furniture is moved during your stay, please return to its original location. Please be considerate of our next guests who will be staying after you, if something is broken or needs fixing, please let me know immediately so that I can replace it.",
62820,35696822,The High Tide Studio #4,23012359864,verified,Adam,Queens,Rockaway Beach,40.58593,-73.82036,United States,US,FALSE,strict,Entire home/apt,2020,"$1,068 ",$214 ,2,101,10/31/2021,2.21,2,9,307,,
24641,14610560,Beauty of New York!,55513303652,verified,Reisha,Manhattan,Upper East Side,40.76301,-73.95719,United States,US,TRUE,moderate,Entire home/apt,2014,$296 ,$59 ,3,26,5/29/2019,1.08,4,1,0,"We expect guests to be mindful of the neighbors, especially during evening hours.",
85330,48129095,Private patio on the LES.,42787681891,unconfirmed,Phillip,Manhattan,Chinatown,40.71472,-73.99081,United States,US,FALSE,flexible,Entire home/apt,2012,$384 ,$77 ,2,80,6/16/2019,2.04,3,1,397,This is not a party building. It is quiet and peaceful. Anyone who is looking to party/smoke should look elsewhere.,
71451,40463723,Big Bright Modern East Village 1 BR,90189244044,unconfirmed,Mike,Manhattan,East Village,40.72164,-73.97927,United States,US,FALSE,moderate,Entire home/apt,2011,$628 ,$126 ,1,9,6/27/2016,0.24,4,1,31,,
13593,8508750,Peaceful room in Bushwick,68772810091,verified,Isik,Brooklyn,Bushwick,40.69392,-73.92262,United States,US,TRUE,strict,Private room,2012,$79 ,$16 ,1,3,04-05-2016,0.07,3,1,374,"Please be respectful, this really is our home and sanctuary. Our goal is that for a time, it can be yours as well.",
54888,31315978,Mirthful Private Room in Williamsburg with Laundry,52186542050,unconfirmed,Sharon And Ivy,Brooklyn,Williamsburg,40.70951,-73.96443,United States,US,FALSE,strict,Private room,2004,"$1,135 ",$227 ,2,7,02-11-2022,2.33,2,4,343,,
21186,12702364,"Queen Sized Bed Townhouse Apartment, Near Subway",88830561860,verified,Susy,Brooklyn,Bushwick,40.6821,-73.90856,United States,US,TRUE,strict,Private room,2019,$560 ,$112 ,2,54,6/14/2019,1.87,4,4,179,"Feel free to wear house slippers to keep the place feeling fresh and cozy. No frying fish (or preparing other foods with strong odors). Absolutely No Smoking inside the house (OK on the back porch, only).",
60588,34464088,Beautiful private bedroom in Alphabet City,77680639053,verified,Irin,Manhattan,East Village,40.72353,-73.982,United States,US,TRUE,moderate,Private room,2015,$722 ,$144 ,1,4,12/22/2021,1.15,2,1,365,,
50902,29114511,Duplex LIC Home,85852893922,unconfirmed,Ajdin,Queens,Long Island City,40.75383,-73.93652,United States,US,TRUE,strict,Entire home/apt,2018,$748 ,$150 ,1,26,2/27/2022,0.85,5,1,330,,
33903,19725963,Bushwick Proper - king master bed private bathroom,91705444141,verified,Daniele,Brooklyn,Bushwick,40.69037,-73.90679,United States,US,TRUE,strict,Private room,2003,$301 ,$60 ,14,11,6/30/2019,2.2,4,1,55,"No pets and absolutely no smoking.  We expect guests to leave the place as they saw it when they first arrived and be clean, respectful, and responsible.",
97418,54805297,Prime Location of Flushing Queens 豪华卧室 旅途中的家 E,60855903293,unconfirmed,Max,Queens,Flushing,40.74764,-73.81795,United States,US,FALSE,strict,Private room,2009,$264 ,$53 ,1,37,06-03-2019,3.31,5,6,364,Absolutely no smoking and no pets,
101015,56791921,Cosy  1 bed basement Apartment,82947807652,unconfirmed,Pearline,Brooklyn,East Flatbush,40.64342,-73.94037,United States,US,TRUE,flexible,Entire home/apt,2010,$601 ,$120 ,1,82,06-09-2019,3.16,1,1,179,,
45449,26102819,Heart of the city,71532563648,unconfirmed,Home,Manhattan,Hell's Kitchen,40.76494,-73.98983,United States,US,FALSE,strict,Private room,2004,$727 ,$145 ,2,6,6/28/2019,3.46,3,1,83,,
63638,36148603,Private room in lovely people house,94583522328,unconfirmed,Jeerathinan,Queens,Elmhurst,40.74364,-73.87721,United States,US,FALSE,strict,Private room,2005,$999 ,$200 ,1,30,9/27/2021,0.95,4,1,90,,
21866,13077928,City Zen Apartment in Brooklyn,80014381511,unconfirmed,Stephany,Brooklyn,Bushwick,40.68956,-73.90599,United States,US,FALSE,moderate,Entire home/apt,2003,$828 ,$166 ,3,72,6/17/2019,2.55,3,4,140,Yes try to be quite for other tenants and roommates so nothing to loud and be respectful. Be clean!,
79674,45005286,"Bright, Quiet and Modern--1,200 Sq Ft in W Village",78164714259,unconfirmed,Sean,Manhattan,West Village,40.7355,-73.99964,United States,US,FALSE,moderate,Entire home/apt,2005,$571 ,$114 ,4,33,06-09-2019,1.25,5,1,16,No Smoking Be courteous to neighbors No pets,
84195,47502235,Mins to SOHO-Good sized 2 Bdrms w/ real comfy beds,70897747552,unconfirmed,Kandee,Manhattan,Lower East Side,40.71894,-73.99293,United States,US,FALSE,strict,Entire home/apt,2013,$375 ,$75 ,2,147,6/14/2019,3.9,5,3,341,- Quiet hours between 10pm-6am - Visitors in common spaces only,
40942,23613603,Specious 4-people room in nice surrounding,69131124213,unconfirmed,Alex,Brooklyn,East Flatbush,40.64434,-73.9504,United States,US,TRUE,flexible,Shared room,2021,$417 ,$83 ,30,0,,,2,7,365,No smoking or parties allowed,
71108,40274284,BLYN SPECIAL BUDGET PRICE IN  NYC,25654426048,verified,Majar,Brooklyn,East New York,40.66907,-73.88493,United States,US,TRUE,strict,Private room,2015,$246 ,$49 ,3,48,6/17/2019,0.68,2,8,340,,
31530,18415355,Private Studio w/Bathroom & Kitchenette,54793094152,unconfirmed,Tricia,Brooklyn,Fort Greene,40.6971,-73.97316,United States,US,TRUE,moderate,Private room,2008,$618 ,$124 ,2,1,4/29/2018,0.07,3,1,0,,
72725,41167354,BEDROOM PRIVATE COMFY NEAR 6 TRAIN NO CURFEW,70984122501,unconfirmed,Alicia,Bronx,Soundview,40.82939,-73.86514,United States,US,TRUE,strict,Private room,2003,$917 ,$183 ,2,98,6/21/2019,2.12,2,3,108,,
63421,36028754,"CLEAN, SAFE, AFFORDABLE",11163994991,verified,Elenora And Jason,Brooklyn,Flatlands,40.62169,-73.92566,United States,US,TRUE,moderate,Private room,2008,$399 ,$80 ,3,28,10-04-2021,0.77,3,2,82,,
43766,25173298,Middle of Manhattan,12187000722,unconfirmed,Braulio,Manhattan,Hell's Kitchen,40.75939,-73.99501,United States,US,FALSE,flexible,Private room,2005,"$1,006 ",$201 ,1,1,4/24/2019,0.39,2,1,23,,
95244,53604597,Sunny Bedroom in Brooklyn,49683631153,unconfirmed,Colin,Brooklyn,Bushwick,40.68641,-73.912,United States,US,FALSE,flexible,Private room,2010,"$1,077 ",$215 ,2,5,8/26/2018,0.37,3,3,0,,
67179,38104298,East Village duplex with private roof access!,4734070481,verified,Jeff,Manhattan,East Village,40.72914,-73.98174,United States,US,FALSE,moderate,Entire home/apt,2019,$126 ,$25 ,30,30,07-05-2020,0.68,4,1,0,,
30945,18092260,HUGE ARTSY DESIGNER APRT IN CHINATOWN W/ ELEVATOR,83932854422,verified,Emily,Manhattan,Chinatown,40.71336,-73.99263,United States,US,FALSE,strict,Entire home/apt,2021,$962 ,$192 ,1,16,05-04-2019,1.04,3,1,318,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.  Parties, pets and smoking are not allowed under any circumstances and incur significant fees.",
5908,4264324,Wonderful Willi!,31465606874,verified,Basil,Brooklyn,Williamsburg,40.71603,-73.9547,United States,US,FALSE,strict,Private room,2017,,$68 ,2,46,06-03-2019,0.9,2,1,392,,
893,1494540,Chelsea/Meat Packing  Artist Space!,62499830130,verified,Craig,Manhattan,West Village,40.73887,-74.00342,United States,US,FALSE,strict,Private room,2016,"$1,145 ",$229 ,2,78,02-08-2019,1.22,4,1,57,Please note that there is no smoking or any type of drugs in the apartment and please be respectful of other apartment mates. You are welcome to use the kitchen appliances as long as you clean up after yourself!,
45436,26095639,The Little Italian Manor,43253308234,unconfirmed,Patrick,Manhattan,Little Italy,40.71889,-73.99716,United States,US,FALSE,strict,Private room,2017,"$1,142 ",$228 ,30,0,,,2,3,327,,
5166,3854518,Great place near Flushing Meadow,22987148095,unconfirmed,Claudiu,Queens,Forest Hills,40.73538,-73.853,United States,US,TRUE,moderate,Private room,2009,$481 ,$96 ,1,2,10/22/2014,0.03,5,1,34,You are more then welcome to explore the area the rules are just to enter quietly if you come back very late keys will be issue but returned at end of each stay.,
43203,24862353,Cozy NoHo Studio Apartment,46699758689,verified,Lori,Manhattan,NoHo,40.72493,-73.99318,United States,US,TRUE,strict,Entire home/apt,2004,$445 ,$89 ,7,2,5/19/2019,0.94,5,1,3,"Earlier than 1pm check-in may be an option, will accommodate when possible.   Mutual civility and respect make life simple.  I tend to turn in by 10pm - so this not a great location for very  late night check-ins.  Not a good situation for coming and going into the small hours. Quiet after 10pm.",
14281,8888732,"Spacious, Private, Comfortable N. HARLEM Apartment",56848092122,unconfirmed,Pat,Manhattan,Harlem,40.83135,-73.94442,United States,US,TRUE,flexible,Entire home/apt,2015,$530 ,$106 ,3,114,07-02-2019,3.19,5,1,391,"Clean, tidy & respectful. However PLEASE make yourself at home!",
39016,22549873,Private Room in Bushwick - 15 Min to Manhattan,6158548528,verified,Shayan,Brooklyn,Bushwick,40.70424,-73.92682,United States,US,TRUE,moderate,Private room,2014,$746 ,$149 ,4,2,12/30/2018,0.28,4,1,0,,
2408,2331274,Central Park Room/Bath with a View!,84337043060,unconfirmed,William,Manhattan,Upper West Side,40.79631,-73.96152,United States,US,FALSE,strict,Private room,2003,$172 ,$34 ,3,118,1/23/2019,1.61,2,1,0,Please clean up before checking out. Any major clean-up service required may be deducted from the deposit.  No Loud / Large Parties . This is a smoke free enviroment. very quiet building with friendly neighbors,
100778,56661025,"Private room in Bushwick, Brooklyn",63570079502,unconfirmed,Monica,Brooklyn,Bedford-Stuyvesant,40.68881,-73.92139,United States,US,FALSE,moderate,Private room,2014,$380 ,$76 ,1,0,,,4,2,0,,
82247,46426354,Fabulous and peaceful retreat in Brooklyn,85811367724,verified,Danielle,Brooklyn,Bedford-Stuyvesant,40.68838,-73.95649,United States,US,FALSE,flexible,Entire home/apt,2006,$739 ,$148 ,5,24,12-08-2018,1.11,2,1,215,"NO SMOKING OR PETS ANYWHERE ON THE PROPERTY 1. Be respectful of the other tenants 2. If you use the grill, be sure to turn off the gas 3. Notify the owner of any discrepancies or things not functioning properly immediately 4. Please treat carpet stains promptly (or notify the owner) 5. Kindly turn off lights, air conditioners, and other electrical items when they aren't needed",
92821,52266374,"Brooklyn,  KingsHwy . 1 room for 1 person",74255059534,unconfirmed,Olga,Brooklyn,Sheepshead Bay,40.6092,-73.9572,United States,US,FALSE,moderate,Private room,2020,$297 ,$59 ,1,1,02-05-2018,0.06,3,1,0,"For instant book, only 4 or less guests. Otherwise send me a message, and we can chat about it. Smoking allowed on balcony or roof deck.",
